Last Name,First Name,Type,MAIN QUEST NPC,SIDE QUEST NPC,Lifestyle,House Name,Faction,Occupation,Age,Bar Disposition,Party Disposition
Kothont,Wynyn,Noble,0,0,Wealthy,Kothont,House Kothont,"Herd farming, fur trapping",24,-4,6
Lanngolyn,Bresan,Noble,0,0,Wealthy,Lanngolyn,House Lanngolyn,"Textiles, shipping",9,35,43
Lanngolyn,Daryr,Noble,0,0,Wealthy,Lanngolyn,House Lanngolyn,"Textiles, shipping",46,15,7
Lanngolyn,Faeanna,Noble,0,0,Wealthy,Lanngolyn,House Lanngolyn,"Textiles, shipping",29,6,11
Lanngolyn,Jorin,Noble,0,0,Wealthy,Lanngolyn,House Lanngolyn,"Textiles, shipping",55,-25,-21
Lanngolyn,Nyius,Noble,0,0,Wealthy,Lanngolyn,House Lanngolyn,"Textiles, shipping",29,-23,-33
Lanngolyn,Oris,Noble,0,0,Wealthy,Lanngolyn,House Lanngolyn,"Textiles, shipping",3,24,38
Lanngolyn,Ormaes,Noble,0,0,Wealthy,Lanngolyn,House Lanngolyn,"Textiles, shipping",48,45,36
Lanngolyn,Oror,Noble,0,0,Wealthy,Lanngolyn,House Lanngolyn,"Textiles, shipping",31,18,23
Lanngolyn,Tresh,Noble,0,0,Wealthy,Lanngolyn,House Lanngolyn,"Textiles, shipping",57,8,10
Lanngolyn,Tryssia,Noble,0,0,Wealthy,Lanngolyn,House Lanngolyn,"Textiles, shipping",37,-16,-20
Lanngolyn,Vaelyn,Noble,0,0,Wealthy,Lanngolyn,House Lanngolyn,"Textiles, shipping",84,26,11
Lanngolyn,Xylia,Noble,0,0,Wealthy,Lanngolyn,House Lanngolyn,"Textiles, shipping",51,46,47
Lathkule,Aesius,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",65,-7,7
Lathkule,Alanna,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",19,7,3
Lathkule,Alis,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",30,18,20
Lathkule,Belia,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",50,-6,-7
Lathkule,Bresa,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",54,-12,-5
Lathkule,Davyr,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",97,21,25
Lathkule,Ereel,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",72,-6,0
Lathkule,Faeanna,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",54,59,46
Lathkule,Galen,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",24,33,48
Lathkule,Galeth,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",66,-22,-18
Lathkule,Halas,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",82,24,15
Lathkule,Ilyyn,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",88,-6,-4
Lathkule,Jacinth,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",44,58,53
Lathkule,Kaelanna,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",43,7,14
Lathkule,Larin,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",75,1,15
Lathkule,Lorth,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",82,-30,-40
Lathkule,Lorus,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",103,31,21
Lathkule,Nimor,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",73,-13,-25
Lathkule,Ora,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",39,53,65
Lathkule,Pryia,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",107,39,46
Lathkule,Pryth,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",92,-14,-22
Lathkule,Toror,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",74,20,10
Lathkule,Vaelia,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",20,-13,-24
Lathkule,Wynen,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",59,-7,-1
Lathkule,Wynin,Noble,0,0,Wealthy,Lathkule,House Lathkule,"Jewelry, gem mining and prospecting, gemcutting",83,37,51
Lefaliir,Fala,Citizen,0,1,Modest,Unaffiliated,Corellon's Crown,Herbalist,32,34,25
Maerklos,Aeseth,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",10,41,50
Maerklos,Aldara Marrek,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",62,-27,-30
Maerklos,Alth,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",62,42,32
Maerklos,Alyr,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",31,23,14
Maerklos,Bastiabas Relekos,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",65,-21,-10
Maerklos,Belan,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",30,-20,-19
Maerklos,Belith,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",81,41,47
Maerklos,Coras,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",8,50,59
Maerklos,Davon,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",62,-22,-37
Maerklos,Eleth,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",18,28,43
Maerklos,Elius,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",78,26,23
Maerklos,Elon,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",46,-11,-8
Maerklos,Elos,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",31,27,39
Maerklos,Ereos,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",32,-6,-16
Maerklos,Ereyn,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",42,-27,-37
Maerklos,Faeeth,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",33,35,25
Maerklos,Faeon,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",87,0,-11
Maerklos,Faeyn,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",29,-23,-21
Maerklos,Galus,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",22,-16,-16
Maerklos,Galyr,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",30,29,15
Maerklos,Garyn,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",30,46,32
Maerklos,Halanna,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",81,-26,-25
Maerklos,Loryn,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",39,54,47
Maerklos,Maranna,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",33,-11,0
Maerklos,Maror,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",32,53,44
Maerklos,Oris,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",68,-28,-25
Maerklos,Orth,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",29,42,39
Maerklos,Pryth,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",29,-5,-1
Maerklos,Pryus,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",91,14,24
Maerklos,Sylin,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",17,-24,-32
Maerklos,Tehss Maerklos,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",36,-10,2
Maerklos,Tora,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",70,-11,-7
Maerklos,Torel,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",48,-20,-29
Maerklos,Uthth,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",39,-12,-18
Maerklos,Xylius,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",83,29,14
Maerklos,Xylyr,Noble,0,0,Wealthy,Maerklos,House Maerklos,"Swinherding, beer brewing, seer",7,13,4
Majarra,Aesa,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",51,-29,-18
Majarra,Axor,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",48,-10,-16
Majarra,Bela,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",51,28,31
Majarra,Belen,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",79,-24,-18
Majarra,Darus,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",57,52,64
Majarra,Ela,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",77,35,30
Majarra,Fenanna,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",48,-23,-36
Majarra,Fenyr,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",28,49,34
Majarra,Garith,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",24,56,51
Majarra,Kelthul,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",77,-21,-15
Majarra,Pryia,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",57,20,11
Majarra,Raelas,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",23,3,13
Majarra,Regan,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",78,40,55
Majarra,Torth,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",67,-20,-24
Majarra,Uthel,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",35,56,68
Majarra,Wynith,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",52,9,10
Majarra,Xylar,Noble,0,0,Wealthy,Majarra,House Majarra,"Harping and harp training, instrument-making, silver mining",80,20,15
Manthar,Aesus,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",25,57,56
Manthar,Bresa,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",38,-24,-35
Manthar,Bresan,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",3,-8,0
Manthar,Breseth,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",43,15,27
Manthar,Carn,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",18,1,13
Manthar,Casas,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",1,-30,-17
Manthar,Churyl,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",42,-28,-41
Manthar,Cora,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",38,-27,-32
Manthar,Corin,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",1,-11,-11
Manthar,Daros,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",23,-19,-13
Manthar,Davith,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",2,8,3
Manthar,Davor,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",5,19,19
Manthar,Ela,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",42,47,53
Manthar,Elan,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",60,43,36
Manthar,Eleth,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",54,-13,-17
Manthar,Elith,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",20,53,67
Manthar,Ereanna,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",11,-27,-42
Manthar,Fenar,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",22,-30,-44
Manthar,Galel,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",52,35,32
Manthar,Garanna,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",15,58,66
Manthar,Garith,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",44,-27,-18
Manthar,Halus,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",67,47,44
Manthar,Ilya,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",41,21,26
Manthar,Ilyon,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",12,-6,-20
Manthar,Ithnil,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",45,44,34
Manthar,Joror,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",77,-29,-37
Manthar,Joros,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",1,-18,-31
Manthar,Kaelas,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",27,30,25
Manthar,Loris,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",23,-29,-40
Manthar,Orius,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",17,-9,-23
Manthar,Pryis,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",27,33,42
Manthar,Qilanna,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",1,20,27
Manthar,Raelith,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",35,17,22
Manthar,Vaelus,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",60,41,28
Manthar,Wynos,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",70,-29,-32
Manthar,Xylel,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",72,-23,-29
Manthar,Xylius,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",69,30,22
Manthar,Xylon,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",1,50,46
Manthar,Zoran,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",38,23,21
Manthar,Zoron,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",46,-24,-14
Manthar,Zorth,Noble,0,0,Wealthy,Manthar,House Manthar,"Mercenary fighting, trading in metals and perfumes",24,16,16
Margaster,Arilestar,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",53,-10,-1
Margaster,Casyr,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",55,54,48
Margaster,Corin,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",79,2,-12
Margaster,Dava,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",83,-17,-27
Margaster,Ereas,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",104,11,3
Margaster,Ereis,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",20,41,30
Margaster,Faear,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",58,-17,-17
Margaster,Fenan,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",30,48,39
Margaster,Fenor,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",66,5,4
Margaster,Galan,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",34,50,53
Margaster,Garan,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",96,-12,-15
Margaster,Ilyis,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",82,21,30
Margaster,Joren,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",65,55,40
Margaster,Loren,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",52,24,36
Margaster,Maryel,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",76,-15,-7
Margaster,Nyos,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",55,45,44
Margaster,Pryth,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",100,20,27
Margaster,Qilel,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",64,18,23
Margaster,Raelia,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",56,-15,-17
Margaster,Thentias,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",74,-17,-15
Margaster,Toran,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",66,9,20
Margaster,Wynos,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",53,-2,-16
Margaster,Wynth,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",82,-23,-9
Margaster,Xyla,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",21,13,5
Margaster,Xylith,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",56,-25,-19
Margaster,Zoryr,Noble,0,0,Wealthy,Margaster,House Margaster,"Trading, shippping",84,32,45
Massalan,Aesus,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,92,1,12
Massalan,Alar,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,67,-23,-20
Massalan,Belus,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,52,11,19
Massalan,Casanna,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,86,41,44
Massalan,Casin,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,35,53,64
Massalan,Daren,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,78,58,50
Massalan,Darus,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,8,49,41
Massalan,Dava,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,30,40,27
Massalan,Davanna,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,19,-26,-34
Massalan,Davanna,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,81,13,8
Massalan,Davas,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,71,-15,-22
Massalan,Ela,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,29,41,55
Massalan,Elia,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,16,-18,-13
Massalan,Elor,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,77,5,19
Massalan,Faean,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,68,41,40
Massalan,Faeius,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,12,51,47
Massalan,Faeyn,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,73,-27,-35
Massalan,Fenth,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,29,-17,-14
Massalan,Fenyn,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,11,20,18
Massalan,Gala,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,39,-14,-28
Massalan,Garor,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,33,-22,-36
Massalan,Garth,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,89,17,30
Massalan,Halon,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,50,-3,3
Massalan,Iliaru,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,59,7,2
Massalan,Ilyis,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,4,-9,-17
Massalan,Ilyyn,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,53,7,-2
Massalan,Joran,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,36,47,51
Massalan,Joras,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,45,38,52
Massalan,Jorel,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,79,-6,-9
Massalan,Jorin,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,68,15,5
Massalan,Loranna,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,48,1,1
Massalan,Maras,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,39,8,8
Massalan,Nyius,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,50,-15,-17
Massalan,Nyon,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,10,38,31
Massalan,Ora,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,94,25,16
Massalan,Phorol,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,30,3,9
Massalan,Pryith,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,31,22,33
Massalan,Pryth,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,81,-29,-41
Massalan,Pryth,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,57,-1,3
Massalan,Pryyn,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,15,39,30
Massalan,Qileth,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,37,-29,-38
Massalan,Qilia,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,66,-12,-19
Massalan,Qilith,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,48,26,28
Massalan,Raelel,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,32,44,31
Massalan,Sylanna,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,74,27,20
Massalan,Sylyr,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,66,-7,-15
Massalan,Toranna,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,90,5,4
Massalan,Toria,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,51,35,21
Massalan,Wynen,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,81,-10,1
Massalan,Wynon,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,42,0,12
Massalan,Xylan,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,8,-18,-31
Massalan,Xylor,Noble,0,0,Wealthy,Massalan,House Massalan,Jewelry,32,50,57
Melshimber,Alanna,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",101,-9,3
Melshimber,Elin,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",63,30,45
Melshimber,Fenar,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",37,51,38
Melshimber,Fenar,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",88,-6,-4
Melshimber,Fenor,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",91,46,57
Melshimber,Galth,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",95,45,55
Melshimber,Garin,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",34,-6,-11
Melshimber,Hlanta,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",69,33,48
Melshimber,Kaelanna,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",59,41,42
Melshimber,Kaelen,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",43,0,-1
Melshimber,Kaelyr,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",90,-9,-6
Melshimber,Khallos,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",45,5,-3
Melshimber,Loren,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",100,37,29
Melshimber,Loryn,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",54,18,22
Melshimber,Orus,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",39,1,-12
Melshimber,Orus,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",43,18,15
Melshimber,Qilyr,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",57,26,20
Melshimber,Raelar,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",38,-18,-23
Melshimber,Raelyn,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",69,-18,-13
Melshimber,Uthel,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",46,16,1
Melshimber,Vaelith,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",89,17,22
Melshimber,Vaelith,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",86,-14,-22
Melshimber,Wyna,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",55,-30,-23
Melshimber,Xylth,Noble,0,0,Wealthy,Melshimber,House Melshimber,"Sage-lore, research and information gathering, fine wines",73,9,21
Moonstar,Aesel,Noble,0,0,Wealthy,Moonstar,House Moonstar,"Guiding, cartography, exploration, and caravan mastering",25,51,54
Moonstar,Aesith,Noble,0,0,Wealthy,Moonstar,House Moonstar,"Guiding, cartography, exploration, and caravan mastering",23,-9,-7
Moonstar,Aesyn,Noble,0,0,Wealthy,Moonstar,House Moonstar,"Guiding, cartography, exploration, and caravan mastering",64,41,46
